"Type";"Title";"Group";"Publish Date";"Status";"Description";"pdf"
"ECC Recommendations";"ECC/REC/(11)01";"SE19";"2011-02-02";"Active";"ECC Recommendation of 2 February 2011 on guidelines for assignment of frequency blocks for Fixed Wireless Systems in the bands 24.5-26.5 GHz, 27.5-29.5 GHz and 31.8-33.4 GHz

";"http://docdb.cept.org/download/1815"
"ECC Recommendations";"ECC/REC/(10)03";"FM58";"2010-10-07";"Active";"ECC Recommendation of 7 October 2010 on harmonised CEPT examination procedures for the Long Range Certificate (LRC) for non-solas vessels";"http://docdb.cept.org/download/1818"
"ECC Recommendations";"ECC/REC/(10)02";"FM44";"2010-10-07";"Active";"ECC Recommendation of 7 October 2010 on a framework for authorisation regime of Global Navigation Satellite System (GNSS) repeaters";"http://docdb.cept.org/download/1820"
"ECC Recommendations";"ECC/REC/(10)01";"FM44";"2010-01-28";"Active";"ECC Recommendation of 28 January 2010 on guidelines for compatibility between Complementary Ground Components (CGC) operating in the band 2170-2200 MHz and EESS/SOS/SRS earth stations operating in the band 2200-2290 MHz";"http://docdb.cept.org/download/1822"
"ECC Recommendations";"ECC/REC/(09)02";"FM22";"2009-10-19";"Active";"ECC Recommendation of 19 October 2009 on Specification for the measurement of disturbance fields from telecommunications systems and networks in the frequency range 9 kHz to 3 GHz";"http://docdb.cept.org/download/1824"
"ECC Recommendations";"ECC/REC/(09)01";"SE19";"2009-02-02";"Withdrawn";"ECC Recommendation of 2 February 2009 on use of the 57-64 GHz frequency band for point-to-point Fixed Wireless Systems

";"http://docdb.cept.org/download/1826"
"ECC Recommendations";"ECC/REC/(08)04";"WGFM";"2008-10-06";"Active";"ECC Recommendation of 6 October 2008 on the identification of frequency bands for the implementation of Broad Band Disaster Relief (BBDR) radio applications in the 5 GHz frequency range";"http://docdb.cept.org/download/1829"
"ECC Recommendations";"ECC/REC/(08)03";"WGNaN";"2008-10-16";"Active";"Services using Harmonised European Short Codes in the National Numbering Range Beginning with ‘116’";"http://docdb.cept.org/download/1831"
"ECC Recommendations";"ECC/REC/(08)02";"ECC PT1";"2021-10-08";"Active";"ECC Recommendation of  21 February 2008 on cross-border coordination for Mobile/Fixed Communications Networks (MFCN) in the frequency bands 900 MHz and 1800 MHz excluding GSM vs. GSM systems.

Latest amended on 8 October 2021

";"http://docdb.cept.org/download/3507"
"ECC Recommendations";"ECC/REC/(08)01";"SRDMG";"2020-03-06";"Active";"ECC Recommendation of 21 February 2008 on use of the Band 5855-5875 MHz for Intelligent Transport Systems (ITS).  

Amended on 3 July 2015 and amended on 6 March 2020.";"http://docdb.cept.org/download/1835"
"ECC Recommendations";"ECC/REC/(07)02";"WGNaN";"2007-10-10";"Active";"ECC Recommendation of 10 October 2007 on Consumer protection against abuse of High Tariff Services";"http://docdb.cept.org/download/1838"
"ECC Recommendations";"ECC/REC/(07)01";"FM22";"2007-05-31";"Active";"ECC Recommendation of 31 May 2007 on frequency measurements using Fast Fourier Transform (FFT) techniques";"http://docdb.cept.org/download/1840"
"ECC Recommendations";"ECC/REC/(06)05";"FM44";"2006-12-14";"Withdrawn";"The provision of information on the progress of implementation of  the mobile satellite systems which are candidates to use the 1980-2010 MHz and 2170-2200 MHz MSS frequency bands";"http://docdb.cept.org/download/1841"
"ECC Recommendations";"ECC/REC/(06)04";"WGFM";"2006-12-14";"Active";"ECC Recommendation of 14 December 2006 on use of the band 5725-5875 MHz for Broadband  Fixed Wireless Access (BFWA)

";"http://docdb.cept.org/download/1843"
"ECC Recommendations";"ECC/REC/(06)03";"WGNaN";"2006-09-29";"Active";"ECC Recommendation of 29 September 2006 on principles related to Numbering plans for SMS Short Codes";"http://docdb.cept.org/download/1845"
"ECC Recommendations";"ECC/REC/(06)01";"FM22";"2006-05-04";"Active";"ECC Recommendation of 4 May 2006 on bandwith measurements using FFT techniques";"http://docdb.cept.org/download/1847"
"ECC Recommendations";"ECC/REC/(05)09";"WGNaN";"2006-03-14";"Withdrawn";"ECC Recommendation of 14 March 2006 on customer Protection in Case of Misuse or Unauthorized Use of International E.164 Numbering";"http://docdb.cept.org/download/1849"
"ECC Recommendations";"ECC/REC/(05)08";"WGFM";"2021-10-08";"Active";"ECC Recommendation of 1 February 2006 on frequency planning and cross-border coordination between GSM Land Mobile Systems (GSM 900, GSM 1800, and GSM-R)

Latest amended on 8 October 2021.
";"http://docdb.cept.org/download/3499"
"ECC Recommendations";"ECC/REC/(05)07";"SE19";"2013-05-17";"Active";"ECC Recommendation of 15 October 2005 on radio frequency channel arrangements for Fixed Service Systems operating in the bands 71-76 GHz and 81-86 GHz.

Amended on 15 February 2009 and amended on 17 May 2013";"http://docdb.cept.org/download/1853"
"ECC Recommendations";"ECC/REC/(05)06";"WGFM";"2019-01-29";"Active";"ECC Recommendation of 5 October 2005 on CEPT Novice Radio Amateur Licence.

Latest amended on 29 January 2019.";"http://docdb.cept.org/download/1855"
"ECC Recommendations";"ECC/REC/(05)05";"RAFG";"2005-10-05";"Withdrawn";"Early access for the Amateur service to the band 7100 - 7200 kHz";"http://docdb.cept.org/download/1856"
"ECC Recommendations";"ECC/REC/(05)04";"SE21";"2005-06-24";"Active";"ECC Recommendation of 24 June 2005 on criteria for the assessment of radio interferences caused by radiated disturbances from wire-line telecommunication networks";"http://docdb.cept.org/download/1858"
"ECC Recommendations";"ECC/REC/(05)03";"WGNaN";"2005-05-10";"Withdrawn";"Numbering for nomadic ""Voice over IP"" services

";"http://docdb.cept.org/download/1859"
"ECC Recommendations";"ECC/REC/(05)02";"SE19";"2009-02-24";"Withdrawn";"ECC Recommendation of  24 June 2005 on use of the 64-66 GHz frequency band for Fixed Service. 

Amended on 24 February 2009.

";"http://docdb.cept.org/download/1861"
"ECC Recommendations";"ECC/REC/(05)01";"FM22";"2018-05-18";"Active";"ECC Recommendation of 2 February 2005 on harmonisation of automatic measuring methods and data transfer for frequency band registrations.

Amended on 18 May 2018.";"http://docdb.cept.org/download/1862"
"ECC Recommendations";"ECC/REC/(04)07";"WGNaN";"2004-12-28";"Withdrawn";"Designation of '116' Number Range for possible future Europe-Wide harmonised Short Numbers";"http://docdb.cept.org/download/1864"
"ECC Recommendations";"ECC/REC/(04)06";"SE19";"2004-10-26";"Withdrawn";"Guidelines for block allocation for Fixed Wireless systems in the band 31.8-33.4 GHz

";"http://docdb.cept.org/download/1865"
"ECC Recommendations";"ECC/REC/(04)05";"SE19";"2006-02-16";"Active";"ECC Recommendation of 16 February 2006 on guidelines for accommodation and assignment of Multipoint Fixed Wireless systems in frequency bands 3.4-3-6 GHz and 3.6-3-8 GHz";"http://docdb.cept.org/download/1867"
"ECC Recommendations";"ECC/REC/(04)04";"WGNaN";"2004-01-27";"Withdrawn";"ECC Recommendation of 27 January 2004 on data-only terminals that do not use E.164 numbers for their services";"http://docdb.cept.org/download/1869"
"ECC Recommendations";"ECC/REC/(04)03";"WGNaN";"2004-01-27";"Withdrawn";"Specific E.164 numbers for fax and data services separate from the number for voice telephony";"http://docdb.cept.org/download/1871"
"ECC Recommendations";"ECC/REC/(04)02";"WGNaN";"2004-01-27";"Withdrawn";"The choice of number range for services on emerging mobile systems";"http://docdb.cept.org/download/1873"
"ECC Recommendations";"ECC/REC/(04)01";"WGFM";"2013-02-08";"Active";"ECC Recommendation of 13 February 2004 with regard to forbidding the placing on the market and use of Jammers in the CEPT member countries.

Latest amended on 8 February 2013.


";"http://docdb.cept.org/download/1875"
"ECC Recommendations";"ECC/REC/(03)04";"WGRA";"2003-06-03";"Withdrawn";"With regard to forbidding the placing on the market and use of  Jammers in the CEPT member countries";"http://docdb.cept.org/download/1876"
"ECC Recommendations";"ECC/REC/(03)03";"ECC PT1";"2003-06-12";"Withdrawn";"Measures to Safeguard the future use of Terrestrial UMTS/IMT-2000 in the 2.5 GHz range with respect to Broadcasting Satellite Systems";"http://docdb.cept.org/download/1877"
"ECC Recommendations";"ECC/REC/(03)02";"FM44";"2003-06-12";"Active";"ECC Recommendation of 12 June 2003 on satellite Radio Monitoring in CEPT";"http://docdb.cept.org/download/1879"
"ECC Recommendations";"ECC/REC/(02)10";"ECC PT1";"2003-02-12";"Withdrawn";"Harmonised utilisation of spectrum for 1.28Mcps UTRA TDD option in connection with ERC/DEC/(99)25";"http://docdb.cept.org/download/1880"
"ECC Recommendations";"ECC/REC/(02)09";"WGFM";"2003-06-12";"Active";"ECC Recommendation of 12 June 2003 on protection of Aeronautical Radio Navigation Service in the band 2700-2900 MHz from interference caused by the operation of Digital Cordless Cameras";"http://docdb.cept.org/download/1882"
"ECC Recommendations";"ECC/REC/(02)08";"FM44";"2002-11-26";"Withdrawn";"A common approach in the determination of the status of authorisations and licences for Satellite Personal Communications networks and services when there is a change in the satellite system ownership";"http://docdb.cept.org/download/1883"
"ECC Recommendations";"ECC/REC/(02)07";"FM44";"2002-11-26";"Withdrawn";"The One Stop Shop common application form (COM) for licences and authorisations for satellite networks and services";"http://docdb.cept.org/download/1884"
"ECC Recommendations";"ECC/REC/(02)06";"SE19";"2015-06-19";"Active";"Preferred channel arrangements for digital Fixed Service Systems operating in the frequency range 7125-8500 MHz.

";"http://docdb.cept.org/download/1886"
"ECC Recommendations";"ECC/REC/(02)05";"SE21";"2012-03-30";"Active";"ECC Recommendation of 11 February 2002 on unwanted emissions.

Latest amended 30 March 2012.";"http://docdb.cept.org/download/1888"
"ECC Recommendations";"ECC/REC/(02)04";"FM22";"2007-02-06";"Active";"ECC Recommendation of 30 September 2002 on measuring non-ionising electromagnetic radiation (9 kHz-300 GHz), amended 6 February 2007";"http://docdb.cept.org/download/1889"
"ECC Recommendations";"ECC/REC/(02)03";"FM22";"2002-09-27";"Active";"Exchange of radio monitoring information using electronic means in common monitoring campaigns";"http://docdb.cept.org/download/1892"
"ECC Recommendations";"ECC/REC/(02)02";"SE19";"2010-02-05";"Active";"ECC Recommendation of  5 February 2010 on preferred channel arrangements for fixed service systems (point-to-point and point-to-multipoint) operating in the frequency band 31.0-31.3 GHz

";"http://docdb.cept.org/download/1894"
"ECC Recommendations";"ECC/REC/(02)01";"WGSE";"2002-02-12";"Active";"ECC Recommendation of 12 February 2002 on specification of reference receiver performance parameters";"http://docdb.cept.org/download/1896"
"ECC Recommendations";"ECC/REC/(01)05";"SE19";"2010-02-05";"Active";"ECC Recommendation of 10 October 2001 on list of parameters of digital point-to-point fixed radio links used for national planning.

Revised on 5 February 2010.";"http://docdb.cept.org/download/1898"
"ECC Recommendations";"ECC/REC/(01)04";"SE19";"2014-05-13";"Active";"ECC Recommendation of 10 October 2001 on Recommended guidelines for the accommodation and assignment of multimedia wireless systems (MWS) and point-to-point (P-P) fixed wireless systems  in the frequency band 40.5-43.5 GHz.

Latest amended on 13 May 2014.

";"http://docdb.cept.org/download/1899"
"ECC Recommendations";"ECTRA/REC(98)01";"WGNaN";"1998-03-12";"Withdrawn";"A Set of Guidelines on Responsibilities for ensuring maintenance of Network Integrity (NI) in an interconnected environment";"http://docdb.cept.org/download/1974"
"ECC Recommendations";"ECTRA/REC(01)03";"WGNaN";"2001-07-04";"Withdrawn";"Harmonised European implementation of enum numbering / naming databases";"http://docdb.cept.org/download/1975"
"ECC Recommendations";"ECTRA/REC(00)04";"FM44";"2000-10-19";"Withdrawn";"The introduction of a reduced number of authorisation conditions for S-PCS and guidelines for CEPT Administrations";"http://docdb.cept.org/download/1976"
"ECC Recommendations";"ECTRA/REC(00)02";"FM44";"2000-03-24";"Withdrawn";"The establishment of a CEPT One Stop Shopping procedure for satellite licences and authorisations";"http://docdb.cept.org/download/1977"
"ECC Recommendations";"ECTRA/REC/(99)02";"FM44";"1999-03-03";"Withdrawn";"Milestone compliance of Satellite Personal Communications Services (S-PCS) in Europe, operating within the bands 1525-1544/1545-1559 MHz, 1626.5-1645.5/1646.5-1660.5 MHz";"http://docdb.cept.org/download/1979"
"ECC Recommendations";"ECTRA/REC/(99)01";"WGNaN";"1999-03-03";"Withdrawn";"ECTRA Recommendation of1999 on use of Special Network Access";"http://docdb.cept.org/download/1980"
"ECC Recommendations";"ECTRA/REC/(98)06";"WGNaN";"1998-12-10";"Withdrawn";"ECTRA Recommendation of 1998 on licensing conditions relating to Consumer Protection in Telecommunications in Europe";"http://docdb.cept.org/download/1983"
"ECC Recommendations";"ECTRA/REC/(98)05";"ECC";"1998-12-10";"Active";"ECTRA Recommendation of 1998 on guidelines for licensing conditions pursuant to Essential Requirements in the field of telecommunications networks and services in Europe";"http://docdb.cept.org/download/1984"
"ECC Recommendations";"ECTRA/REC/(98)04";"WGNaN";"1998-12-10";"Withdrawn";"Guidelines for fundamental changes to National Numbering and Dialling Plans";"http://docdb.cept.org/download/1986"
"ECC Recommendations";"ECTRA/REC/(98)03";"WGNaN";"1998-06-25";"Active";"ECTRA Recommendation of 1998 on harmonised National Numbering Conventions regarding ITU-T Recommendation E.164 numbers";"http://docdb.cept.org/download/1987"
"ECC Recommendations";"ECTRA/REC/(98)02";"WGNaN";"1998-06-25";"Withdrawn";"Alphanumeric dialling in Europe";"http://docdb.cept.org/download/1989"
"ECC Recommendations";"ECTRA/REC/(97)02";"ECC";"1997-12-04";"Active";"ECTRA Recommendation of 1997 on registration, Recognition and Supervision of Maritime Accounting Authorities";"http://docdb.cept.org/download/1991"
"ECC Recommendations";"ECTRA/REC/(97)01";"WGNaN";"1997-12-04";"Withdrawn";"Numbering Access to Voice Director Enquire Services

Note: This Recommendation is superseded by ECC Decision (17)05 on 02 March 2018";"http://docdb.cept.org/download/1992"
